HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
0.282182786,1.788887256,0.30934833,1.235901074,0.466269772,1.744657204,0.2493043
0.236077298,1.788887256,0.277276095,1.199044313,0.377361061,1.744657204,0.15733016
0.339814728,1.852998794,0.212769253,0.977904123,0.227877435,1.697056082,0.494604976
0.178445356,1.404695751,0.219292377,0.996072844,0.079370524,1.649454769,0.916225775
0.120813413,1.340584213,0.19356208,0.959216207,0.138968725,1.649454769,1.169154813
0.21302439,1.660663951,0.090459878,0.84864605,0.079370524,1.697056082,1.176891883
0.2014981,1.340584213,0.103325027,0.922359447,-0.009537954,1.600267058,0.816514567
0.328288274,1.69271972,0.161308659,1.143499638,0.317763094,1.744657204,0.732277496
0.62797444,1.628608182,0.41879247,1.069786241,1.001675465,1.890634132,0.647931512
0.662381533,1.949166102,0.386720321,1.162187553,1.091561122,1.987422967,0.586579115
0.455078612,1.885054563,0.373855172,1.125330916,0.853168786,2.035024468,0.494604976
0.62797444,2.045333637,0.451045891,1.199044313,0.674374418,1.938235254,0.900860551
0.685434276,2.013277868,0.476776188,1.199044313,0.942077496,1.841446229,0.877866965
0.754592673,1.69271972,0.605608686,1.291445626,1.388574712,1.890634132,1.353212006
0.420499415,1.852998794,0.322213392,0.977904123,0.764260075,1.841446229,1.345474937
0.362867472,1.628608182,0.303006306,1.180356398,0.525867739,1.841446229,1.32248135
0.443552158,1.917110333,0.367331962,1.365159023,0.347073603,1.793845108,1.506538542
0.478131357,1.949166102,0.30934833,1.180356398,0.377361061,1.938235254,1.590775613
0.351341018,1.43627311,0.257887736,0.941047362,0.645063907,1.987422967,1.744102149
0.581868786,1.468329108,0.412450532,0.885502687,1.061273666,1.987422967,1.291859608
0.593395241,1.404695751,0.412450532,0.885502687,1.47846037,2.228602518,1.291859608
0.247603588,0.891802874,0.328736603,0.774932653,-0.30752849,0.633963209,1.590775613
0.374393926,0.987970296,0.373855172,0.774932653,0.169256182,1.06872062,0.877866965
0.420499415,1.340584213,0.328736603,0.81178929,0.704662108,1.938235254,1.460551577
0.29370924,1.372639982,0.277276095,0.608817882,0.466269772,1.793845108,1.146161227
0.823750905,2.141501173,0.773036544,1.420184628,0.377361061,1.890634132,0.90859762
0.696960731,1.724775489,0.669934429,1.143499638,0.406671571,1.890634132,0.962212948
0.789171707,2.045333637,0.702187764,1.25458899,0.347073603,1.938235254,0.962212948
0.754592673,2.045333637,0.676457467,1.365159023,0.198566692,1.793845108,0.969841103
0.478131357,1.628608182,0.541101844,1.106643001,0.050060014,1.697056082,1.284231454
0.581868786,1.724775489,0.47043425,0.977904123,0.258164893,1.744657204,1.4528143
0.501184101,1.276472675,0.315871454,0.590129966,0.525867739,1.987422967,1.552525716
0.927488499,1.628608182,0.689322615,1.032929604,1.270355258,1.841446229,1.705852461
0.604921695,1.532440646,0.502506485,1.05161752,0.853168786,1.938235254,1.590775613
0.5357633,1.885054563,0.431657618,1.235901074,0.764260075,2.084212182,1.43755799
0.524236846,1.917110333,0.444522767,1.014760759,0.61477645,1.987422967,1.4528143
0.835277359,1.885054563,0.631338984,1.402015783,1.031963155,2.181001396,1.721108771
0.93901479,2.109445176,0.663592318,1.420184628,1.775473727,2.325391355,1.52179506
0.570342497,1.628608182,0.47043425,1.032929604,0.793570818,1.938235254,0.931591207
0.339814728,1.212360908,0.290141244,0.81178929,0.525867739,1.793845108,1.092545898
0.385920217,1.596552184,0.405927408,0.903671532,0.525867739,2.035024468,1.268866022
0.501184101,1.532440646,0.393062259,0.866814771,0.525867739,1.841446229,1.468179732
0.362867472,1.43627311,0.328736603,1.032929604,0.377361061,2.325391355,1.621506269
0.685434276,1.628608182,0.515371547,1.106643001,1.56736908,2.084212182,1.744102149
0.604921695,1.404695751,0.431657618,0.829958135,1.180469834,1.987422967,1.567782026
0.501184101,1.276472675,0.360808838,0.829958135,1.001675465,1.841446229,1.514166906
0.558816043,1.244416905,0.399585383,0.756244738,1.091561122,1.744657204,1.560153871
0.466604903,1.276472675,0.328736603,0.738075893,1.001675465,1.938235254,1.590775613
0.351341018,1.116193601,0.283618033,0.608817882,0.764260075,1.890634132,1.506538542
0.673907822,1.788887256,0.496164461,1.014760759,0.466269772,1.841446229,1.4528143
0.420499415,1.468329108,0.251364612,1.088474156,0.227877435,1.649454769,1.284231454
0.478131357,1.628608182,0.438180829,0.81178929,0.050060014,1.793845108,1.445186145
0.501184101,1.596552184,0.496164461,1.106643001,0.050060014,1.697056082,1.567782026
0.316761984,1.500384877,0.161308659,0.829958135,0.377361061,2.131813304,1.537160284
0.247603588,1.180305139,0.212769253,0.793101374,0.227877435,1.987422967,1.460551577
0.593395241,1.69271972,0.502506485,1.088474156,0.466269772,2.469781692,1.414564403
0.673907822,1.180305139,0.567013241,0.701219133,1.061273666,1.697056082,1.43755799
0.789171707,1.981222099,0.734259999,1.494417096,0.733972618,1.744657204,1.360840161
0.823750905,2.077389407,0.773036544,1.365159023,0.912766987,1.890634132,1.460551577
0.547289752,1.308528444,0.38019711,0.719387977,0.55517825,1.890634132,1.72884584
0.662381533,1.372639982,0.534759906,0.885502687,0.764260075,1.697056082,1.429820921
0.892909301,1.404695751,0.65072717,1.05161752,1.180469834,1.793845108,1.429820921
0.455078612,1.308528444,0.347943689,0.682531341,0.169256182,1.359087695,1.475807887
0.40897296,1.564496415,0.438180829,0.829958135,0.258164893,1.45587672,1.575519303
0.259130042,1.43627311,0.341601751,0.756244738,-0.128734122,1.359087695,1.613878114
0.432025869,1.052081834,0.347943689,0.84864605,-0.069136154,1.26229867,1.291859608
0.328288274,0.987970296,0.360808838,0.608817882,-0.069136154,1.213110767,1.153898295
0.524236846,1.308528444,0.463911039,0.977904123,0.496557229,1.359087695,1.475807887
0.478131357,1.084137831,0.405927408,0.701219133,0.525867739,1.359087695,0.785892825
0.21302439,0.7315238,0.167650683,0.424534328,0.317763094,1.309899793,1.368468523
0.29370924,1.020026065,0.212769253,0.368989714,0.61477645,1.503477843,1.429820921
0.097760505,0.410965765,0.064729581,-9.65E-05,0.733972618,1.649454769,1.399199179
0.443552158,0.635356378,0.367331962,0.276588401,0.466269772,1.359087695,1.353212006
0.93901479,1.276472675,0.933941365,0.84864605,0.466269772,1.406688817,1.23824428
0.800698161,1.500384877,0.74730642,0.81178929,-0.009537954,1.309899793,1.245872642
1.077331418,2.013277868,1.107892432,1.402015783,-0.217642833,1.213110767,1.268866022
0.800698161,2.013277868,1.056250739,1.531273856,-0.247930291,1.165509645,1.153898295
1.088857872,2.077389407,1.094846012,1.623155974,0.050060014,1.406688817,1.199885469
0.800698161,1.468329108,0.74730642,1.05161752,-0.099423612,1.649454769,1.115539485
0.996646732,1.724775489,1.011313355,1.162187553,0.436959262,1.552665745,1.046558933
1.238528849,1.788887256,1.11423437,1.143499638,0.525867739,1.359087695,1.008199914
1.088857872,1.885054563,1.037043652,1.27275771,0.58546594,1.600267058,0.900860551
0.789171707,1.468329108,0.766513507,1.199044313,0.287475403,1.600267058,1.176891883
0.754592673,1.69271972,0.65072717,1.088474156,0.227877435,1.406688817,1.291859608
0.915962045,1.949166102,0.856750473,1.088474156,0.645063907,1.552665745,1.376205593
0.754592673,1.404695751,0.573355352,0.941047362,1.180469834,1.503477843,1.468179732
0.29370924,0.763579683,0.30934833,0.442703111,0.258164893,1.165509645,1.690486821
0.443552158,1.212360908,0.41879247,0.719387977,0.019772557,1.213110767,1.989511739
0.247603588,0.859747105,0.270752885,0.424534328,-0.128734122,1.213110767,2.196453813
0.2014981,0.795635452,0.277276095,0.442703111,-0.188332322,2.131813304,2.326786762
0.224550844,0.667412147,0.264229761,0.498247725,0.198566692,1.213110767,2.14272957
0.432025869,1.052081834,0.405927408,0.701219133,0.436959262,1.165509645,1.851441721
0.5357633,1.084137831,0.457387915,0.645674581,0.674374418,1.406688817,1.820820187
0.374393926,0.987970296,0.322213392,0.626986665,0.466269772,1.359087695,1.759467373
0.547289752,1.020026065,0.42531568,0.608817882,0.942077496,1.406688817,1.721108771
0.432025869,0.603300609,0.367331962,0.276588401,0.793570818,1.45587672,1.797826392
0.443552158,0.891802874,0.412450532,0.442703111,0.377361061,1.406688817,1.690486821
0.673907822,1.596552184,0.689322615,1.27275771,0.287475403,1.213110767,1.575519303
0.673907822,1.308528444,0.689322615,1.162187553,0.169256182,1.165509645,1.52179506
0.420499415,1.308528444,0.528236696,0.977904123,-0.277241033,0.87514257,1.483545164
0.558816043,1.532440646,0.657069281,0.959216207,-0.396437201,0.971931596,1.330218419
0.39744667,1.212360908,0.483299398,1.032929604,-0.336839001,1.116321743,1.268866022
0.512710555,0.987970296,0.573355352,0.959216207,-0.456035169,1.06872062,1.30722504
0.812224616,1.532440646,0.785901693,1.014760759,0.109658214,1.309899793,1.32248135
0.973593987,1.628608182,0.843885497,1.162187553,0.674374418,1.359087695,1.337846782
0.420499415,0.987970296,0.386720321,0.663843425,0.496557229,1.359087695,1.284231454
0.351341018,1.212360908,0.296483182,0.793101374,0.496557229,1.600267058,1.391461903
0.29370924,0.955914526,0.328736603,0.959216207,0.227877435,1.359087695,1.460551577
0.650855079,1.308528444,0.528236696,0.738075893,0.58546594,1.503477843,1.475807887
0.662381533,1.052081834,0.534759906,0.719387977,1.120871633,1.649454769,1.475807887
0.432025869,0.987970296,0.412450532,0.553273268,0.377361061,1.406688817,1.52179506
0.385920217,0.667412147,0.322213392,0.516416569,0.258164893,1.309899793,1.498801474
0.858330104,1.43627311,0.303006306,0.405846412,2.847262526,2.277790231,1.698114977
0.385920217,1.052081834,0.270752885,0.516416569,0.227877435,1.359087695,1.920422273
0.259130042,0.7315238,0.277276095,0.276588401,0.138968725,1.309899793,1.882172585
0.40897296,0.987970296,0.38019711,0.701219133,0.436959262,1.359087695,1.8744351
0.478131357,0.891802874,0.367331962,0.516416569,0.764260075,1.406688817,1.797826392
0.385920217,0.763579683,0.251364612,0.350301798,0.793570818,1.406688817,1.790198238
0.673907822,0.987970296,0.463911039,0.424534328,1.44817268,1.697056082,1.705852461
0.823750905,1.116193601,0.573355352,0.719387977,1.47846037,1.552665745,1.636871493
1.054278673,1.596552184,0.831020349,0.774932653,0.972364954,1.45587672,1.537160284
1.75721633,3.262975825,1.326780885,1.789270683,2.966458461,3.582062277,1.460551577
1.146489815,1.885054563,1.127099519,1.346471107,0.466269772,1.552665745,1.506538542
1.134963361,1.981222099,1.197948299,1.641843889,0.258164893,1.359087695,1.43755799
1.111910616,2.045333637,1.204471511,1.660012734,0.019772557,1.309899793,1.337846782
1.042752221,2.141501173,1.062773776,1.27275771,-0.069136154,1.406688817,1.261237866
1.054278673,2.045333637,1.127099519,1.420184628,0.050060014,1.938235254,1.268866022
1.088857872,1.628608182,1.043385591,1.180356398,0.525867739,1.552665745,1.284231454
1.146489815,1.756831258,1.049908629,1.199044313,0.496557229,1.503477843,1.215141779
0.2014981,0.282742461,0.238499463,0.166018244,-0.039825644,1.165509645,1.253500798
0.604921695,0.667412147,0.579878389,0.18470616,0.347073603,1.552665745,1.268866022
0.316761984,0.7315238,0.167650683,0.498247725,0.496557229,1.359087695,1.399199179
0.501184101,1.052081834,0.270752885,0.258419557,0.674374418,1.600267058,1.376205593
0.443552158,0.69946803,0.277276095,0.3134451,1.061273666,1.503477843,1.43755799
0.316761984,0.763579683,0.148443596,0.055448118,0.436959262,1.45587672,1.560153871
0.39744667,0.827691222,0.277276095,0.258419557,0.258164893,1.213110767,1.483545164
0.29370924,0.955914526,0.315871454,0.424534328,0.258164893,1.213110767,1.583147458
0.282182786,0.859747105,0.232157525,0.387158497,0.287475403,1.309899793,1.652128218
0.696960731,1.020026065,0.245022674,0.405846412,2.757376868,2.228602518,1.713480616
0.489657812,0.859747105,0.283618033,0.239731641,1.061273666,1.744657204,1.629134423
0.374393926,0.667412147,0.212769253,0.239731641,0.883456477,1.987422967,1.606141045
0.259130042,0.539188956,0.161308659,0.18470616,0.61477645,1.359087695,1.552525716
0.581868786,0.69946803,0.42531568,0.553273268,1.240068034,1.406688817,1.498801474
0.962067533,1.308528444,0.805108779,1.014760759,1.091561122,1.06872062,1.498801474
0.777645416,1.820943025,0.695664553,1.457041264,0.704662108,1.26229867,1.399199179
0.927488499,1.596552184,0.817973928,0.885502687,0.496557229,1.213110767,1.399199179
1.261581594,2.013277868,0.843885497,1.032929604,2.639157414,1.938235254,1.345474937
1.307687082,1.949166102,0.985401786,1.25458899,2.370477853,1.987422967,1.330218419
1.238528849,2.077389407,0.824497138,1.291445626,2.102774774,1.793845108,1.383833747
1.111910616,1.852998794,0.618473835,1.162187553,2.102774774,1.890634132,1.30722504
1.065805127,1.500384877,0.637680922,0.885502687,2.133062465,1.841446229,1.245872642
1.042752221,1.116193601,0.657069281,0.719387977,2.430075821,1.987422967,1.253500798
1.204121756,1.724775489,0.715052912,0.608817882,2.966458461,2.084212182,1.161526659
0.927488499,1.212360908,0.476776188,0.368989714,2.728066125,2.228602518,1.130904917
0.501184101,1.212360908,0.405927408,0.756244738,0.406671571,1.552665745,1.1921484
0.328288274,1.084137831,0.322213392,0.553273268,0.377361061,1.45587672,1.360840161
0.39744667,0.923858643,0.322213392,0.498247725,0.58546594,1.600267058,1.345474937
0.673907822,0.955914526,0.457387915,0.553273268,1.328976744,1.503477843,1.299487764
0.109286959,0.603300609,0.090459878,0.202874943,0.198566692,1.165509645,1.345474937
0.120813413,0.507133187,0.07759473,0.147849461,-0.069136154,1.021119498,1.30722504
0.063353412,0.186575039,0.019611098,-0.018265279,0.138968725,1.165509645,1.368468523
0.143866158,0.635356378,0.19356208,0.3134451,-0.247930291,1.021119498,1.514166906
0.017247924,0.250686691,0.096983002,0.073616931,-0.30752849,0.87514257,1.52953213
0.21302439,0.346854113,0.219292377,0.202874943,0.436959262,1.021119498,1.475807887
0.259130042,0.571244726,0.238499463,0.350301798,0.377361061,1.165509645,1.399199179
0.097760505,0.410965765,0.129055237,0.18470616,-0.069136154,0.827541259,1.422192766
0.362867472,0.507133187,0.322213392,0.276588401,0.377361061,0.827541259,1.345474937
0.30523553,0.026295965,0.238499463,-0.073809924,0.496557229,0.827541259,1.337846782
0.351341018,0.507133187,0.347943689,0.295276317,0.079370524,0.827541259,1.207513624
0.351341018,0.7315238,0.386720321,0.590129966,-0.099423612,0.778353546,1.30722504
0.973593987,1.596552184,0.708529702,1.014760759,2.043176806,1.600267058,1.245872642
0.973593987,1.372639982,0.618473835,0.608817882,1.746162983,1.406688817,1.314853195
0.720013474,0.987970296,0.360808838,0.535104423,1.775473727,1.406688817,1.245872642
0.696960731,0.923858643,0.451045891,0.442703111,1.656277792,1.503477843,1.32248135
0.696960731,1.052081834,0.451045891,0.442703111,1.538058338,1.793845108,1.299487764
0.869856556,1.14824937,0.502506485,0.442703111,1.746162983,1.406688817,1.284231454
1.008173187,0.987970296,0.554148092,0.701219133,2.430075821,1.552665745,1.383833747
0.869856556,1.020026065,0.560490203,0.663843425,2.370477853,1.744657204,1.383833747
0.351341018,0.859747105,0.393062259,0.424534328,0.109658214,1.021119498,1.314853195
0.374393926,0.891802874,0.283618033,0.479559809,-0.009537954,0.924330472,1.498801474
0.328288274,0.635356378,0.30934833,0.553273268,-0.367126691,1.116321743,1.537160284
0.524236846,0.763579683,0.373855172,0.442703111,0.704662108,0.924330472,1.644500063
0.074707761,0.378909882,0.07759473,-0.091978707,-0.099423612,0.68156452,1.72884584
0.166918902,0.410965765,0.129055237,-9.65E-05,-0.188332322,0.633963209,1.828448342
0.189971646,0.475077304,0.219292377,0.129161546,-0.188332322,0.778353546,1.920422273
0.224550844,0.571244726,0.232157525,0.147849461,-0.099423612,0.584775307,1.920422273
0.051827122,0.378909882,0.116190175,0.258419557,-0.247930291,0.730752233,1.928159343
0.178445356,0.410965765,0.154785534,0.258419557,0.227877435,0.730752233,1.935787497
0.097760505,0.15451927,0.090459878,-9.65E-05,0.109658214,0.584775307,1.767095944
-0.017331274,0.026295965,0.026134222,-0.110666623,-0.188332322,0.537174183,1.583147458
0.21302439,-0.037815631,0.199904104,-0.073809924,0.109658214,0.295995012,1.782461168
0.21302439,-0.005759804,0.206427228,-0.073809924,0.169256182,0.295995012,1.690486821
0.074707761,0.475077304,0.219292377,0.239731641,-0.336839001,0.246807109,1.675121597
0.512710555,0.7315238,0.715052912,0.81178929,-0.634829538,0.150018084,1.736473995
0.616447986,0.7315238,0.817973928,0.81178929,-0.783336216,0.05322906,1.782461168
0.616447986,1.020026065,0.817973928,1.014760759,-1.021728669,-0.187950208,1.805454548
0.720013474,1.212360908,0.95332955,1.420184628,-0.931843011,0.005627842,1.790198238
0.685434276,0.987970296,0.921076216,1.143499638,-0.962130468,0.05322906,1.767095944
0.650855079,0.859747105,0.805108779,0.885502687,-0.962130468,0.05322906,1.72884584
0.547289752,0.635356378,0.695664553,0.866814771,-0.664140048,0.150018084,1.767095944
0.547289752,0.859747105,0.644204132,0.571961184,-0.217642833,0.392784036,1.828448342
0.259130042,0.122463386,0.328736603,0.332133015,-0.754025706,-0.091161183,1.751839219
0.132339704,0.507133187,0.290141244,0.442703111,-0.396437201,0.440385159,1.85917879
0.166918902,0.186575039,0.251364612,0.405846412,-0.367126691,0.295995012,2.050755223
0.374393926,0.31479823,0.341601751,0.350301798,0.079370524,0.633963209,2.096742396
0.501184101,0.475077304,0.405927408,0.535104423,0.55517825,0.537174183,2.066120863
0.247603588,-0.069871457,0.167650683,0.11047363,0.109658214,0.584775307,2.066120863
0.316761984,0.15451927,0.212769253,-0.129354522,0.079370524,0.489573061,2.081486087
0.270656332,-0.005759804,0.251364612,0.11047363,0.079370524,0.68156452,2.319049694
0.224550844,0.378909882,0.315871454,0.073616931,-0.159021812,0.827541259,2.449382643
0.143866158,-0.037815631,0.187038956,-0.147523321,-0.069136154,0.537174183,2.503106886
0.29370924,0.31479823,0.238499463,0.202874943,0.287475403,0.584775307,2.54909406
0.2014981,0.058351734,0.161308659,-0.073809924,0.317763094,0.489573061,2.25780621
0.109286959,-0.069871457,0.07759473,-0.147523321,0.287475403,0.440385159,2.204081967
0.501184101,0.058351734,0.373855172,-0.110666623,0.942077496,0.489573061,2.058492708
0.524236846,0.058351734,0.399585383,-0.073809924,0.942077496,0.440385159,2.073749018
0.835277359,0.346854113,0.856750473,0.498247725,0.466269772,0.199205892,2.058492708
1.388371768,1.756831258,1.455432198,1.420184628,0.050060014,0.343596134,2.081486087
1.929940052,2.013277868,1.565057523,1.69686937,2.192660432,1.165509645,2.11210762
1.52668856,1.852998794,1.288185439,1.383327867,2.043176806,1.06872062,2.135101415
1.665005025,1.885054563,1.384764516,1.47572918,1.894670128,1.116321743,2.119736191
1.446003874,1.788887256,1.139964668,1.143499638,1.656277792,1.116321743,2.242440986
1.734163422,2.430003324,1.519939039,1.641843889,1.656277792,1.165509645,2.242440986
1.75721633,2.397947555,1.50707389,1.734245202,1.835071694,1.165509645,2.234812832
1.422950966,1.340584213,0.985401786,1.014760759,2.221971175,1.213110767,2.165831863
0.950541244,0.987970296,0.541101844,0.368989714,2.400765078,1.649454769,2.334414918
0.40897296,0.667412147,0.335078541,0.295276317,0.019772557,1.06872062,2.280799589
0.155392448,0.539188956,0.303006306,0.368989714,-0.723738249,0.537174183,2.165831863
0.39744667,0.603300609,0.277276095,0.221562858,0.317763094,0.827541259,2.165831863
0.109286959,-0.005759804,0.257887736,0.055448118,-0.604541847,0.440385159,1.383833747
0.143866158,0.058351734,0.116190175,-0.166211236,-0.128734122,0.343596134,1.713480616
0.270656332,-0.197616237,0.174173807,-0.166211236,0.079370524,0.489573061,2.073749018
0.143866158,0.026295965,0.174173807,0.036760202,-0.396437201,0.343596134,2.035498914
0.236077298,0.058351734,0.206427228,0.129161546,0.138968725,0.537174183,2.250069141
0.063353412,0.122463386,0.116190175,0.092304847,-0.159021812,0.489573061,2.441754489
0.178445356,0.122463386,0.161308659,0.018591419,0.227877435,0.778353546,2.303793384
0.155392448,0.058351734,0.116190175,-0.073809924,0.317763094,0.537174183,1.920422273
0.189971646,0.15451927,0.141920386,-0.073809924,0.645063907,0.537174183,1.813191616
0.570342497,0.282742461,0.38019711,0.055448118,1.299666002,0.633963209,1.713480616
0.696960731,0.667412147,0.637680922,0.738075893,1.120871633,0.633963209,1.744102149
0.789171707,0.859747105,0.824497138,0.442703111,0.466269772,0.295995012,1.8744351
0.973593987,1.244416905,1.069115714,1.088474156,0.317763094,0.440385159,1.989511739
1.146489815,1.596552184,1.107892432,1.106643001,0.079370524,0.392784036,1.897428895
0.950541244,1.212360908,1.049908629,1.162187553,-0.30752849,0.150018084,1.698114977
0.743066219,0.891802874,0.805108779,0.719387977,-0.30752849,0.246807109,1.828448342
0.743066219,1.276472675,1.011313355,1.162187553,-0.515633369,0.199205892,1.912794119
0.62797444,0.795635452,0.682799405,0.498247725,-0.664140048,0.150018084,2.02013369
0.685434276,0.635356378,0.760171396,0.645674581,-0.664140048,0.150018084,1.889800739
0.616447986,0.795635452,0.81163199,0.793101374,-0.247930291,0.246807109,1.981774671
0.143866158,0.31479823,0.141920386,0.202874943,-0.456035169,0.440385159,1.820820187
0.005721552,0.507133187,0.161308659,0.442703111,-0.396437201,0.778353546,2.043127068
0.063353412,0.186575039,0.141920386,0.276588401,-0.396437201,0.584775307,2.004768466
0.247603588,0.15451927,0.257887736,0.221562858,0.019772557,0.730752233,2.119736191
0.362867472,0.539188956,0.322213392,0.018591419,0.377361061,0.489573061,2.204081967
0.051827122,0.026295965,0.109848151,-0.184380034,-0.188332322,0.392784036,1.905165963
0.063353412,0.122463386,0.167650683,0.055448118,-0.128734122,0.295995012,1.820820187
-0.005804902,0.090407617,0.058206457,0.018591419,-0.30752849,0.392784036,1.751839219
